City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Grindavik,IS,2021-01-27 21:09:16,63.8424,-22.4338,32.0,55,0,18.41
294,Palmas Bellas,PA,2021-01-27 21:09:16,9.2319,-80.0867,81.0,80,30,11.01
295,Zhaotong,CN,2021-01-27 21:09:17,27.3167,103.7167,30.18,95,92,3.18
296,Sur,OM,2021-01-27 21:09:17,22.5667,59.5289,67.01,70,0,8.05
297,Keetmanshoop,NA,2021-01-27 21:09:17,-26.5833,18.1333,73.29,35,0,18.79
298,Aizkraukle,LV,2021-01-27 21:09:17,56.6048,25.2553,32.0,98,94,5.01
299,Touros,BR,2021-01-27 21:09:17,-5.1989,-35.4608,80.6,78,40,13.8
300,Toamasina,MG,2021-01-27 21:09:17,-18.1667,49.3833,78.8,89,40,3.44
301,Quatre Cocos,MU,2021-01-27 21:09:17,-20.2078,57.7625,78.01,83,40,4.61
302,La Orilla,MX,2021-01-27 21:09:18,17.9833,-102.2333,81.64,63,22,7.47
303,Delray Beach,US,2021-01-27 21:07:27,26.4615,-80.0728,86.0,45,40,13.8
304,Haines Junction,CA,2021-01-27 21:07:00,60.7522,-137.5108,-18.4,63,85,1.14
305,Mareeba,AU,2021-01-27 21:09:18,-17.0,145.4333,77.0,94,75,9.22
306,Luang Prabang,LA,2021-01-27 21:09:18,19.8856,102.1347,63.39,66,2,1.19
307,Berlin,DE,2021-01-27 21:07:34,52.5244,13.4105,36.0,80,20,9.22
308,Norman Wells,CA,2021-01-27 21:09:18,65.282,-126.8329,-25.6,75,75,3.51
309,Talnakh,RU,2021-01-27 21:09:19,69.4865,88.3972,-23.48,83,98,4.21
310,Ixtapa,MX,2021-01-27 21:09:19,20.7,-105.2,83.61,38,21,7.25
311,Saint Anthony,US,2021-01-27 21:07:43,45.0205,-93.218,16.0,52,90,6.91
312,Wajima,JP,2021-01-27 21:09:19,37.4,136.9,40.48,71,100,18.21
313,Stony Plain,CA,2021-01-27 21:09:19,53.5334,-114.0021,6.01,85,90,6.91
314,Ekhabi,RU,2021-01-27 21:09:19,53.5102,142.9671,9.77,96,100,15.46
315,Madimba,TZ,2021-01-27 21:09:20,-10.4,40.3333,79.02,80,0,5.93
316,Ancud,CL,2021-01-27 21:07:58,-41.8697,-73.8203,66.0,55,75,11.5
317,Upernavik,GL,2021-01-27 21:07:59,72.7868,-56.1549,-2.16,91,100,4.03
318,Fershampenuaz,RU,2021-01-27 21:09:20,53.5202,59.8117,17.17,96,61,12.73
319,Usinsk,RU,2021-01-27 21:09:20,65.9939,57.5281,-1.39,93,100,15.75
320,Felipe Carrillo Puerto,MX,2021-01-27 21:09:20,19.5833,-88.05,86.49,57,10,7.25
321,Ndele,CF,2021-01-27 21:09:21,8.4109,20.6473,77.56,21,100,4.14
322,Aklavik,CA,2021-01-27 21:09:21,68.2191,-135.0107,-13.0,77,100,3.44
323,Komsomolskiy,UZ,2021-01-27 21:07:46,40.4272,71.7189,30.2,59,0,4.61
324,Bridgetown,BB,2021-01-27 21:09:21,13.1,-59.6167,80.6,65,40,17.27
325,Ust-Nera,RU,2021-01-27 21:09:21,64.5667,143.2,-26.1,76,100,2.48
326,Itarema,BR,2021-01-27 21:09:21,-2.9248,-39.9167,81.03,74,31,14.63
327,Puerto El Triunfo,SV,2021-01-27 21:09:21,13.2833,-88.55,98.6,30,0,9.22
328,Gornopravdinsk,RU,2021-01-27 21:09:22,60.05,69.9,-1.35,92,100,6.76
329,Awbari,LY,2021-01-27 21:09:22,26.5921,12.7805,46.22,50,0,4.21
330,Bardiyah,LY,2021-01-27 21:09:22,31.7561,25.0865,52.7,61,1,14.38
331,Yumbing,PH,2021-01-27 21:09:22,9.2393,124.6578,77.34,78,100,8.61
332,Formosa,AR,2021-01-27 21:09:22,-26.1775,-58.1781,84.2,70,75,6.91
333,Karratha,AU,2021-01-27 21:09:22,-20.7377,116.8463,84.4,28,0,8.14
334,Ierapetra,GR,2021-01-27 21:09:22,35.01,25.7353,48.99,50,0,15.23
335,Willmar,US,2021-01-27 21:09:23,45.1219,-95.0433,17.6,62,40,2.77
336,Beira,MZ,2021-01-27 21:09:23,-19.8436,34.8389,80.6,89,20,5.75
337,Stromness,GB,2021-01-27 21:09:23,58.965,-3.296,33.8,69,20,2.3
338,Sulangan,PH,2021-01-27 21:09:23,11.1373,123.7228,79.9,82,100,15.9
339,Aksu,CN,2021-01-27 21:07:01,41.1231,80.2644,16.66,88,0,0.78
340,Port-Cartier,CA,2021-01-27 21:09:23,50.0334,-66.8654,26.6,54,55,8.05
341,Tuatapere,NZ,2021-01-27 21:08:21,-46.1333,167.6833,50.0,90,100,14.0
342,Mon,IN,2021-01-27 21:09:24,26.75,95.1,54.05,79,0,3.18
343,Desaguadero,PE,2021-01-27 21:09:24,-16.5656,-69.0417,58.73,35,10,13.47
344,Ternate,ID,2021-01-27 21:07:59,0.8,127.4,79.7,78,100,5.08
345,Pameungpeuk,ID,2021-01-27 21:09:24,-7.0183,107.6039,70.41,79,100,2.77
346,San Patricio,US,2021-01-27 21:09:24,28.017,-97.5169,73.4,20,75,13.8
347,Ismailia,EG,2021-01-27 21:08:32,30.6043,32.2723,56.43,76,0,12.57
348,San Quintin,MX,2021-01-27 21:08:44,30.4833,-115.95,58.57,46,73,9.95
349,Hays,US,2021-01-27 21:09:25,30.0502,-98.0336,64.0,29,0,1.99
350,Pinawa,CA,2021-01-27 21:09:25,50.1489,-95.8811,-0.13,88,56,1.43
351,Hauterive,FR,2021-01-27 21:09:25,46.0901,3.4459,51.8,71,90,4.61
352,Dubrovnik,HR,2021-01-27 21:09:25,42.6481,18.0922,37.4,41,0,5.75
353,Gavle,SE,2021-01-27 21:09:25,60.6745,17.1417,19.0,86,47,1.99
354,Barra Dos Coqueiros,BR,2021-01-27 21:09:26,-10.9089,-37.0386,78.8,78,75,13.8
355,Dzhebariki-Khaya,RU,2021-01-27 21:09:26,62.2167,135.8,-52.31,75,76,1.28
356,Guerrero Negro,MX,2021-01-27 21:09:26,27.9769,-114.0611,63.32,38,100,8.16
357,Moindou,NC,2021-01-27 21:09:26,-21.6924,165.677,78.8,73,40,3.44
358,Sirajganj,BD,2021-01-27 21:09:26,24.45,89.7167,62.02,50,0,9.86
359,Calama,CL,2021-01-27 21:05:57,-22.4667,-68.9333,75.2,11,0,21.85
360,Jamkhed,IN,2021-01-27 21:09:26,18.7362,75.3121,70.81,37,0,8.81
361,Paciran,ID,2021-01-27 21:09:27,-6.8767,112.3761,78.17,85,100,13.35
362,Kushiro,JP,2021-01-27 21:08:27,42.975,144.3747,19.33,89,0,17.9
363,Sao Pedro Do Sul,BR,2021-01-27 21:09:27,-29.6206,-54.1789,71.37,92,100,5.06
364,Nebyliv,UA,2021-01-27 21:09:27,48.8153,24.2166,24.8,96,100,7.9
365,Koshurnikovo,RU,2021-01-27 21:09:27,54.1667,93.3,9.64,97,100,1.66
366,Bathsheba,BB,2021-01-27 21:09:27,13.2167,-59.5167,80.6,65,40,17.27
367,Te Anau,NZ,2021-01-27 21:08:25,-45.4167,167.7167,47.91,79,71,2.64
368,Mount Gambier,AU,2021-01-27 21:09:28,-37.8333,140.7667,59.0,88,38,8.05
369,Salalah,OM,2021-01-27 21:09:28,17.0151,54.0924,68.0,68,0,3.44
370,Sabang,ID,2021-01-27 21:09:28,5.8933,95.3214,80.4,80,75,8.34
371,Campeche,MX,2021-01-27 21:09:28,19.0,-90.5,94.89,33,0,4.61
372,Mangrol,IN,2021-01-27 21:09:28,21.1167,70.1167,61.54,37,0,13.24
373,Moron,AR,2021-01-27 21:09:28,-34.6534,-58.6198,87.01,42,0,5.01
374,Cootamundra,AU,2021-01-27 21:09:28,-34.65,148.0333,66.99,67,23,15.01
375,Cotonou,BJ,2021-01-27 21:09:29,6.3654,2.4183,84.2,84,20,12.66
376,Coachella,US,2021-01-27 21:09:29,33.6803,-116.1739,59.0,38,1,4.61
377,Lashio,MM,2021-01-27 21:09:29,22.9333,97.75,50.22,79,0,1.68
378,Tura,IN,2021-01-27 21:09:29,25.5198,90.2201,56.5,66,0,2.75
379,Les Cayes,HT,2021-01-27 21:09:29,18.2,-73.75,81.12,59,6,6.58
380,Hobyo,SO,2021-01-27 21:09:29,5.3505,48.5268,75.92,77,2,18.59
381,Odoyev,RU,2021-01-27 21:09:30,53.9393,36.6864,25.63,98,100,1.72
382,Le Mars,US,2021-01-27 21:09:30,42.7942,-96.1656,19.0,67,1,4.61
383,Korem,ET,2021-01-27 21:09:30,12.5058,39.5228,46.08,53,0,2.33
384,Vardo,NO,2021-01-27 21:07:35,70.3705,31.1107,24.8,86,75,23.02
385,Vestmannaeyjar,IS,2021-01-27 21:09:30,63.4427,-20.2734,34.99,85,67,30.74
386,Sijunjung,ID,2021-01-27 21:09:30,-0.6876,100.9537,70.16,89,100,1.16
387,The Valley,AI,2021-01-27 21:09:30,18.217,-63.0578,82.4,69,40,14.97
388,Binga,ZW,2021-01-27 21:09:31,-17.6203,27.3414,72.5,90,100,4.99
389,Columbia,US,2021-01-27 21:05:01,34.0007,-81.0348,60.8,72,90,9.22
390,Waycross,US,2021-01-27 21:06:22,31.2136,-82.354,57.2,88,90,9.22
391,Presidencia Roque Saenz Pena,AR,2021-01-27 21:09:31,-26.7852,-60.4388,89.01,52,1,5.01
392,Austin,US,2021-01-27 21:05:27,30.2672,-97.7431,66.2,24,75,8.05
393,Monrovia,LR,2021-01-27 21:06:10,6.3005,-10.7969,78.8,94,40,8.19
394,Point Fortin,TT,2021-01-27 21:09:32,10.1833,-61.6833,84.0,75,82,4.0
395,Tarbes,FR,2021-01-27 21:09:32,43.25,0.1667,55.4,94,90,11.5
396,Solnechnyy,RU,2021-01-27 21:09:32,50.7214,136.6319,-10.86,86,100,1.92
397,Davila,PH,2021-01-27 21:09:33,18.4726,120.5763,73.15,79,16,16.51
398,Cockburn Town,TC,2021-01-27 21:09:33,21.4612,-71.1419,80.6,54,40,10.36
399,Nova Londrina,BR,2021-01-27 21:09:33,-22.7658,-52.985,75.63,90,100,8.43
400,Arman,RU,2021-01-27 21:09:33,59.7,150.1667,-15.52,79,0,10.54
401,Namatanai,PG,2021-01-27 21:09:33,-3.6667,152.4333,81.79,77,91,8.16
402,Tombouctou,ML,2021-01-27 21:09:33,20.0,-3.0,72.03,19,0,10.36
403,Kontagora,NG,2021-01-27 21:08:00,10.3999,5.4695,78.46,17,53,4.47
404,Bar Harbor,US,2021-01-27 21:09:34,44.3876,-68.2039,34.0,69,90,8.05
405,Rorvik,NO,2021-01-27 21:09:34,64.8621,11.2373,30.2,100,90,4.61
406,Tashtyp,RU,2021-01-27 21:09:34,52.7939,89.8983,23.32,94,100,16.24
407,Palmer,US,2021-01-27 21:09:22,42.1584,-72.3287,34.0,86,96,5.57
408,Nyrob,RU,2021-01-27 21:09:34,60.733,56.7202,27.23,98,100,11.16
409,Itaituba,BR,2021-01-27 21:09:34,-4.2761,-55.9836,87.8,66,40,11.5
410,Jackson,US,2021-01-27 21:09:05,42.4165,-122.8345,50.0,53,75,6.91
411,Upanema,BR,2021-01-27 21:09:35,-5.6419,-37.2578,83.98,61,82,17.67
412,Kavieng,PG,2021-01-27 21:09:35,-2.5744,150.7967,83.62,72,100,9.4
413,Kenora,CA,2021-01-27 21:09:35,49.8167,-94.4337,-4.0,65,20,1.81
414,Fergus,US,2021-01-27 21:09:35,47.3,-109.2674,37.99,44,1,3.44
415,Clevelandia,BR,2021-01-27 21:09:35,-26.3958,-52.4708,67.62,98,100,7.85
416,Mogok,MM,2021-01-27 21:08:10,22.9167,96.5,55.15,70,0,1.95
417,Komatipoort,ZA,2021-01-27 21:09:36,-25.4332,31.9548,79.0,82,100,1.59
418,Meulaboh,ID,2021-01-27 21:09:36,4.1363,96.1285,75.92,84,96,4.59
419,La Ronge,CA,2021-01-27 21:09:36,55.1001,-105.2842,-0.4,65,44,6.91
420,Zhengjiatun,CN,2021-01-27 21:09:36,43.5064,123.5064,-3.35,86,43,10.8
421,Kahului,US,2021-01-27 21:08:28,20.8947,-156.47,78.8,65,40,25.32
422,Nueva Granada,CO,2021-01-27 21:09:36,9.8017,-74.393,95.59,30,79,7.38
423,Atar,MR,2021-01-27 21:09:37,20.5169,-13.0499,73.67,17,0,10.74
424,Daru,PG,2021-01-27 21:09:37,-9.0763,143.2092,78.13,85,100,12.41
425,San Cristobal,VE,2021-01-27 21:08:03,7.7669,-72.225,86.0,54,40,11.5
426,Winslow,US,2021-01-27 21:09:37,35.0242,-110.6974,35.6,64,1,6.91
427,Pangody,RU,2021-01-27 21:09:37,65.85,74.4859,-43.17,82,31,2.48
428,Cabedelo,BR,2021-01-27 21:09:37,-6.9811,-34.8339,80.6,78,40,10.36
429,Saint-Joseph,RE,2021-01-27 21:09:38,-21.3667,55.6167,78.8,65,0,4.61
430,Gadsden,US,2021-01-27 21:09:38,34.0143,-86.0066,55.99,94,90,16.11
431,Manosque,FR,2021-01-27 21:09:38,43.8288,5.7869,48.99,72,66,1.99
432,Ampanihy,MG,2021-01-27 21:09:38,-24.7,44.75,75.78,81,21,6.71
433,Kharp,RU,2021-01-27 21:09:38,66.8014,65.8081,-29.42,82,100,4.21
434,Pokrovka,KG,2021-01-27 21:09:38,42.3414,78.0056,19.65,64,0,7.25
435,Bandikui,IN,2021-01-27 21:09:39,27.05,76.5667,47.44,53,0,1.86
436,Makakilo City,US,2021-01-27 21:09:30,21.3469,-158.0858,82.4,54,40,9.22
437,Klyuchi,RU,2021-01-27 21:08:16,52.2667,79.1667,22.87,98,100,7.56
438,Wilmington,US,2021-01-27 21:09:39,34.2257,-77.9447,54.0,82,75,3.44
439,Caloundra,AU,2021-01-27 21:09:39,-26.8,153.1333,80.01,84,7,4.0
440,Paamiut,GL,2021-01-27 21:08:09,61.994,-49.6678,27.84,85,100,6.53
441,Pervomayskoye,RU,2021-01-27 21:09:39,43.919,46.7102,45.48,82,100,17.47
442,Staroaleyskoye,RU,2021-01-27 21:09:40,51.0061,82.0,14.56,94,100,15.08
443,Port Hardy,CA,2021-01-27 21:07:33,50.6996,-127.4199,37.4,87,90,11.5
444,Tamala,RU,2021-01-27 21:09:40,52.541,43.2515,31.28,98,100,15.99
445,Miraflores,MX,2021-01-27 21:09:40,19.2167,-98.8083,77.0,18,40,9.22
446,Asuncion,PY,2021-01-27 21:05:08,-25.3007,-57.6359,87.8,66,75,5.75
447,Nantucket,US,2021-01-27 21:09:40,41.2835,-70.0995,37.99,93,75,9.22
448,Mantua,IT,2021-01-27 21:09:41,45.1667,10.7833,34.0,83,96,1.99
449,General Roca,AR,2021-01-27 21:08:31,-39.0333,-67.5833,75.2,27,0,8.05
450,Carutapera,BR,2021-01-27 21:09:41,-1.195,-46.02,81.1,75,82,6.73
451,Praia Da Vitoria,PT,2021-01-27 21:09:41,38.7333,-27.0667,59.0,100,20,25.3
452,Pinotepa Nacional,MX,2021-01-27 21:09:41,16.3167,-98.0167,87.91,38,84,9.6
453,Kasongo-Lunda,CD,2021-01-27 21:09:41,-6.4667,16.8167,70.16,92,100,2.86
454,Savinka,RU,2021-01-27 21:09:41,50.0785,47.0994,26.73,96,100,12.97
455,Havoysund,NO,2021-01-27 21:09:42,70.9963,24.6622,24.8,68,75,19.57
456,Havre-Saint-Pierre,CA,2021-01-27 21:08:17,50.2334,-63.5986,23.0,58,90,6.91
457,Saint-Pierre,RE,2021-01-27 21:09:42,-21.3393,55.4781,78.8,65,0,4.61
458,Geraldton,AU,2021-01-27 21:07:41,-28.7667,114.6,60.8,77,0,5.75
459,Zyryanka,RU,2021-01-27 21:09:42,65.75,150.85,-31.52,84,100,2.59
460,Teguldet,RU,2021-01-27 21:09:42,57.3064,88.1667,-17.19,87,100,5.75
461,Sept-Iles,CA,2021-01-27 21:07:13,50.2001,-66.3821,26.6,54,30,8.05
462,Salaga,GH,2021-01-27 21:09:42,8.5508,-0.5188,82.98,15,5,1.68
463,San Luis,AR,2021-01-27 21:09:43,-33.295,-66.3356,87.96,31,73,12.62
464,Chifeng,CN,2021-01-27 21:09:43,42.2683,118.9636,-6.25,80,0,10.45
465,Pingliang,CN,2021-01-27 21:09:43,35.5392,106.6861,23.34,77,0,1.34
466,Beeville,US,2021-01-27 21:09:03,28.4008,-97.7483,71.6,26,1,14.97
467,Constitucion,CL,2021-01-27 21:09:43,-35.3333,-72.4167,65.17,55,67,22.82
468,Aswan,EG,2021-01-27 21:09:44,24.0934,32.907,61.02,28,0,9.62
469,Awjilah,LY,2021-01-27 21:09:44,29.1081,21.2869,50.16,61,0,7.96
470,Melfi,IT,2021-01-27 21:08:49,40.9965,15.6514,42.01,57,100,1.01
471,Darab,IR,2021-01-27 21:09:44,28.7519,54.5444,48.92,40,0,1.23
472,Oistins,BB,2021-01-27 21:09:44,13.0667,-59.5333,80.6,65,40,17.27
473,Lewiston,US,2021-01-27 21:09:44,44.1003,-70.2148,32.0,93,90,3.44
474,Black Forest,US,2021-01-27 21:09:44,39.0131,-104.7008,35.01,47,1,4.61
475,Pallasovka,RU,2021-01-27 21:09:44,50.05,46.8833,27.54,96,100,13.87
476,Hokitika,NZ,2021-01-27 21:08:57,-42.7167,170.9667,58.75,77,19,18.54
477,Pilar,BR,2021-01-27 21:09:45,-9.5972,-35.9567,77.0,83,75,6.91
478,Acapulco,MX,2021-01-27 21:08:34,16.8634,-99.8901,84.2,70,75,5.75
479,Sayyan,YE,2021-01-27 21:09:45,15.1718,44.3244,44.13,53,0,3.42
480,Takoradi,GH,2021-01-27 21:09:45,4.8845,-1.7554,79.7,83,79,9.93
481,Damghan,IR,2021-01-27 21:09:46,36.1683,54.348,35.76,70,0,2.08
482,Colares,PT,2021-01-27 21:09:46,38.7992,-9.4469,59.0,88,100,3.0
483,Waipawa,NZ,2021-01-27 21:09:46,-41.4122,175.5153,66.2,82,75,18.41
484,Mackay,AU,2021-01-27 21:09:46,-21.15,149.2,78.8,78,75,12.66
485,Pinsk,BY,2021-01-27 21:09:46,52.1229,26.0951,26.89,99,100,7.85
486,Terra Santa,BR,2021-01-27 21:09:46,-2.1042,-56.4869,80.89,86,83,3.6
487,Yangjiang,CN,2021-01-27 21:09:02,21.85,111.9667,62.02,82,64,0.69
488,Viedma,AR,2021-01-27 21:09:46,-40.8135,-62.9967,63.0,78,100,11.14
489,Tarata,BO,2021-01-27 21:09:47,-17.6167,-66.0167,80.6,24,40,6.91
490,Taoudenni,ML,2021-01-27 21:09:47,22.6783,-3.9836,71.17,25,0,12.57
491,Celestun,MX,2021-01-27 21:09:47,20.8667,-90.4,81.34,70,0,13.35
492,Leander,US,2021-01-27 21:09:47,30.5788,-97.8531,63.0,32,0,1.99
493,Tezu,IN,2021-01-27 21:09:47,27.9167,96.1667,57.85,32,0,4.47
494,Arica,CL,2021-01-27 21:09:32,-18.475,-70.3042,73.4,64,0,13.8
495,Itatskiy,RU,2021-01-27 21:09:48,56.07,89.0369,-4.07,91,100,7.72
496,Bonavista,CA,2021-01-27 21:09:48,48.6499,-53.1147,28.0,93,81,2.3
497,Kutum,SD,2021-01-27 21:09:48,14.2,24.6667,64.6,23,86,13.0
498,Vanimo,PG,2021-01-27 21:09:48,-2.6741,141.3028,76.69,85,100,5.7
499,Severodvinsk,RU,2021-01-27 21:09:48,64.5635,39.8302,30.2,100,90,2.04
500,Fayaoue,NC,2021-01-27 21:09:48,-20.65,166.5333,80.42,81,100,21.92
501,Kiama,AU,2021-01-27 21:09:48,-34.6833,150.8667,69.01,77,92,1.99
502,Mahalapye,BW,2021-01-27 21:09:49,-23.1041,26.8142,77.94,59,100,5.73
503,Micheweni,TZ,2021-01-27 21:09:49,-4.9667,39.8333,79.47,83,9,11.03
504,Kailua,US,2021-01-27 21:09:49,21.4022,-157.7394,80.6,65,75,12.66
505,Mehamn,NO,2021-01-27 21:09:49,71.0357,27.8492,24.8,68,75,13.8
506,Sirohi,IN,2021-01-27 21:09:49,24.8833,72.8667,46.56,54,0,2.53
507,Vostok,RU,2021-01-27 21:09:49,46.4856,135.8833,-15.03,88,26,5.3
508,Bubaque,GW,2021-01-27 21:09:49,11.2833,-15.8333,78.21,69,0,15.39
509,Bunia,CD,2021-01-27 21:09:50,1.5667,30.25,69.8,42,29,3.67
510,Ejido,VE,2021-01-27 21:09:50,8.5514,-71.2375,74.79,56,96,4.9
511,Jay,US,2021-01-27 21:09:50,44.5039,-70.2162,33.01,90,100,1.01
512,Finnsnes,NO,2021-01-27 21:09:50,69.2296,17.9811,23.0,58,75,16.11
513,Byron Bay,AU,2021-01-27 21:05:18,-28.65,153.6167,75.2,83,40,8.05
514,Larsnes,NO,2021-01-27 21:09:50,62.2028,5.5773,30.0,100,90,10.47
515,Jacareacanga,BR,2021-01-27 21:09:51,-6.2222,-57.7528,87.49,66,99,0.51
516,Richards Bay,ZA,2021-01-27 21:08:00,-28.783,32.0377,73.85,95,100,10.67
517,Changji,CN,2021-01-27 21:09:51,44.0167,87.3167,5.0,92,75,2.24
518,Anlu,CN,2021-01-27 21:05:10,31.1661,112.5831,41.29,65,77,3.0
519,Mwense,ZM,2021-01-27 21:09:51,-10.3845,28.698,67.59,91,98,1.59
520,Kingaroy,AU,2021-01-27 21:09:51,-26.5333,151.8333,71.6,83,75,11.5
521,Simbahan,PH,2021-01-27 21:09:51,6.3032,120.5836,81.39,82,96,13.76
522,Honningsvag,NO,2021-01-27 21:09:52,70.9821,25.9704,24.8,68,75,19.57
523,Yerbogachen,RU,2021-01-27 21:09:52,61.2767,108.0108,-40.14,80,58,5.66
524,Sabha,LY,2021-01-27 21:09:52,27.0377,14.4283,47.98,49,0,5.26
525,Ballitoville,ZA,2021-01-27 21:09:52,-29.539,31.2144,70.0,94,75,16.11
526,Skibbereen,IE,2021-01-27 21:07:21,51.55,-9.2667,50.0,100,90,12.66
527,Provost,CA,2021-01-27 21:09:52,52.3501,-110.2683,-0.4,85,100,11.5
528,Harnai,PK,2021-01-27 21:09:52,30.1005,67.9374,45.12,40,0,2.77
529,Zverinogolovskoye,RU,2021-01-27 21:09:53,54.4586,64.8542,18.84,97,51,9.6
530,Hirara,JP,2021-01-27 21:09:53,24.8,125.2833,63.63,74,98,16.33
531,Noumea,NC,2021-01-27 21:09:53,-22.2763,166.4572,82.0,73,40,3.44
532,Huarmey,PE,2021-01-27 21:09:53,-10.0681,-78.1522,75.54,68,100,10.16
533,Balykshi,KZ,2021-01-27 21:09:53,47.0667,51.8667,23.0,74,0,22.37
534,Baykit,RU,2021-01-27 21:09:53,61.67,96.37,-27.38,80,100,4.56
535,Cuajinicuilapa,MX,2021-01-27 21:09:53,16.4667,-98.4167,89.96,37,70,10.18
536,Fortuna,US,2021-01-27 21:08:31,40.5982,-124.1573,48.0,87,75,17.27
537,Yeppoon,AU,2021-01-27 21:09:54,-23.1333,150.7333,77.0,78,40,8.05
538,Matay,EG,2021-01-27 21:09:54,28.419,30.7792,54.36,73,0,12.57
539,Anadyr,RU,2021-01-27 21:08:31,64.75,177.4833,12.2,85,40,29.08
540,Wuchi,CN,2021-01-27 21:09:54,29.3786,103.023,30.97,94,72,2.64
541,Uvira,CD,2021-01-27 21:09:54,-3.4067,29.1458,73.22,62,64,2.06
542,Edson,CA,2021-01-27 21:09:54,53.5835,-116.4356,1.4,85,90,3.44
543,Cairns,AU,2021-01-27 21:09:55,-16.9167,145.7667,77.0,94,75,9.22
544,Port Blair,IN,2021-01-27 21:09:55,11.6667,92.75,78.58,81,72,10.27
545,Havelock,US,2021-01-27 21:09:55,34.8791,-76.9013,50.0,100,90,11.5
546,Viransehir,TR,2021-01-27 21:08:51,37.2353,39.7631,45.25,59,100,10.69
547,San Jose,US,2021-01-27 21:06:39,37.3394,-121.895,51.8,76,90,18.41
548,Manbij,SY,2021-01-27 21:09:55,36.5281,37.9549,46.4,49,90,2.3
549,Shingu,JP,2021-01-27 21:09:56,33.7333,135.9833,50.32,59,80,4.99
550,La Huacana,MX,2021-01-27 21:09:56,18.9667,-101.8167,78.01,26,65,4.0
551,Dakar,SN,2021-01-27 21:09:56,14.6937,-17.4441,68.0,64,0,9.22
552,Arraias,BR,2021-01-27 21:09:56,-12.9288,-46.9437,79.66,68,86,3.18
553,Belaya Gora,RU,2021-01-27 21:09:56,68.5333,146.4167,-23.69,87,100,1.03
554,Grand Baie,MU,2021-01-27 21:09:56,-20.0182,57.5802,78.01,79,1,3.0
555,Lamar,US,2021-01-27 21:09:56,33.6668,-95.5836,45.0,57,20,16.11
556,Boa Esperanca,BR,2021-01-27 21:07:12,-21.09,-45.5658,76.75,77,90,5.21
557,Udachnyy,RU,2021-01-27 21:09:57,66.4167,112.4,-40.67,79,2,0.31
558,Dingle,PH,2021-01-27 21:09:57,10.9995,122.6711,75.15,90,100,7.76
559,Puerto Quijarro,BO,2021-01-27 21:09:57,-17.7833,-57.7667,86.34,60,100,4.61
560,Xiuyan,CN,2021-01-27 21:09:57,40.2928,123.2744,21.85,93,100,22.57
561,Prince Rupert,CA,2021-01-27 21:06:00,54.3161,-130.3201,33.8,80,75,2.3
562,Guspini,IT,2021-01-27 21:09:57,39.5406,8.6294,55.0,94,20,13.8
563,Gazanjyk,TM,2021-01-27 21:09:58,39.2446,55.5154,36.72,77,0,15.23
564,Bitlis,TR,2021-01-27 21:09:58,38.5,42.25,22.98,83,100,2.37
565,Oranjestad,AW,2021-01-27 21:09:58,12.524,-70.027,80.6,74,75,23.02
566,Chicama,PE,2021-01-27 21:08:47,-7.8447,-79.1469,71.6,78,75,10.36
567,Locri,IT,2021-01-27 21:09:58,38.2414,16.2623,50.0,54,99,5.93
568,Churapcha,RU,2021-01-27 21:09:58,62.0025,132.4325,-47.31,75,100,3.06
569,Bombay,IN,2021-01-27 21:07:31,19.0144,72.8479,69.8,78,0,8.12
570,Rundu,NA,2021-01-27 21:09:59,-17.9333,19.7667,68.36,88,100,7.4
571,Rocha,UY,2021-01-27 21:09:59,-34.4833,-54.3333,74.39,61,0,12.57
572,Yulara,AU,2021-01-27 21:09:59,-25.2406,130.9889,75.2,73,40,8.05
573,Tiarei,PF,2021-01-27 21:09:59,-17.5333,-149.3333,84.2,70,75,4.61
574,Bhawanipatna,IN,2021-01-27 21:09:59,19.9,83.1667,64.6,86,1,4.9
575,Fort Morgan,US,2021-01-27 21:09:59,40.2503,-103.8,28.4,59,1,4.61
576,Opuwo,NA,2021-01-27 21:09:59,-18.0607,13.84,71.85,64,100,3.6
